Immatriculation,Titre courant de l'œuvre,Légende,Département,Commune,Lieu-dit,Adresse,Sujet,Nom du fichier,Année de la photo,Catégorie,Mot-clé,Auteur doc. reproduit,url_photo_small,url_photo_medium
IVR11_20079400403XA,présentation de la commune de Bry-sur-Marne,"Kiosque, 10 bis rue Favier. Petit kiosque dans le goût rustique entièrement en bois et en torchis. Présentation de la commune de Bry-sur-Marne",94.0,Bry-sur-Marne,,,,IVR11_20079400403XA.jpg,2007.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/45c121030000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/45c121030000000000000000_MEDIUM.jpg
IVR11_20097500494NUC4A,Ensemble de 14 verrières - Chapelle Saint-Cœur de Marie (Augustines du Saint-Cœur de Marie),"Verrière ornementale avec quadrilobes, par A.-N. Didron ?, vers 1841. Ensemble de 14 verrières. Chapelle Saint-Coeur de Marie (Augustines du Saint-Coeur de Marie)",75.0,Paris 13e arrondissement,,29 rue (de la) Santé,,IVR11_20097500494NUC4A.jpg,2009.0,vitrail,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4ac3d6ce0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4ac3d6ce0000000000000000_MEDIUM.jpg
IVR11_20199400095NUC4A,Château dit Fondation Smith Champion,"Bibliothèque Smith Lesouëf, vue de la salle de lecture depuis vestibule (2). Château dit Fondation Smith Champion",94.0,Nogent-sur-Marne,,16 rue Charles VII,,IVR11_20199400095NUC4A.jpg,2019.0,,Label Patrimoine d'Intérêt Régional,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5c537e4f0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5c537e4f0000000000000000_MEDIUM.jpg
IVR11_20199400096NUC4A,Château dit Fondation Smith Champion,"Bibliothèque Smith Lesouëf, vue du vestibule (1). Château dit Fondation Smith Champion",94.0,Nogent-sur-Marne,,16 rue Charles VII,,IVR11_20199400096NUC4A.jpg,2019.0,,Label Patrimoine d'Intérêt Régional,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5c537e500000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5c537e500000000000000000_MEDIUM.jpg
IVR11_20259400027NUC4A,,La Gare de Nogent-Bastille.,94.0,Nogent-sur-Marne,,,,IVR11_20259400027NUC4A.jpg,2025.0,,Label Patrimoine d'Intérêt Régional,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/67d2dce20000000000000002_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/67d2dce20000000000000002_MEDIUM.jpg
IVR11_20097500522NUC4A,"Ensemble de 14 verrières - Chapelle Notre-Dame de Joye (ancienne chapelle des Sœurs de Saint-Thomas-de-Villeneuve, Maison du Bon-Pasteur)","Verrière ornementale néo-médiévale à filets bleus et rouges, par F. Gaudin, 1874-1876. Ensemble de 14 verrières. Chapelle Notre-Dame de Joye (ancienne chapelle des Soeurs de Saint-Thomas-de-Villeneuve, Maison du Bon-Pasteur)",75.0,Paris 14e arrondissement,,73 avenue Denfert-Rochereau,,IVR11_20097500522NUC4A.jpg,2009.0,vitrail,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4ac3d6ea0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4ac3d6ea0000000000000000_MEDIUM.jpg
IVR11_20217500228NUC4A,,Jardin Eugénie-Malika Djendi,75.0,Paris,,,,IVR11_20217500228NUC4A.JPG,2021.0,,Parc André-Citroën,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/615634440000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/615634440000000000000000_MEDIUM.jpg
IVR11_20157700048NUC4A,université de Marne-la-Vallée : bâtiments Rabelais et Lavoisier,"Bâtiment Antoine de Lavoisier, vue de l'entrée principale à l'ouest. Université de Marne-la-Vallée : bâtiments Rabelais et Lavoisier",77.0,Champs-sur-Marne,,,,IVR11_20157700048NUC4A.jpg,2015.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/55e4ce900000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/55e4ce900000000000000000_MEDIUM.jpg
IVR11_20087500022NUC4A,"Ensemble de 13 verrières - Chapelle Sainte-Marie-de-la-Famille (Clinique Blomet, Filles de Saint-Paul-de-Chartres, anciennement Sœurs de la Sainte-Famille)","Partie inférieure du Baptême de Cloviset de Sainte-Elisabeth de Hongrie, réalisé par la Société artistique de peinture sur verre en 1900. Ensemble de 13 verrières. Chapelle Sainte-Marie-de-la-Famille (Clinique Blomet, Filles de Saint-Paul-de-Chartres, anciennement Soeurs de la Sainte-Famille)",75.0,Paris 15e arrondissement,,134-136 rue  Blomet,,IVR11_20087500022NUC4A.jpg,2008.0,vitrail,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/48e2a1760000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/48e2a1760000000000000000_MEDIUM.jpg
IVR11_20087500043NUC4A,"Ensemble de 13 verrières - Chapelle Sainte-Marie-de-la-Famille (Clinique Blomet, Filles de Saint-Paul-de-Chartres, anciennement Sœurs de la Sainte-Famille)","Ensemble réalisé par la Société artistique de peinture sur verre en 1899. Ensemble de 13 verrières. Chapelle Sainte-Marie-de-la-Famille (Clinique Blomet, Filles de Saint-Paul-de-Chartres, anciennement Soeurs de la Sainte-Famille)",75.0,Paris 15e arrondissement,,134-136 rue  Blomet,,IVR11_20087500043NUC4A.jpg,2008.0,vitrail,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/48e2a18b0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/48e2a18b0000000000000000_MEDIUM.jpg
IVR11_20197500734NUC4A,Institut national agronomique,,75.0,Paris 5e arrondissement,,16 rue Claude-Berbard,édifice d'enseignement supérieur,IVR11_20197500734NUC4A.jpg,2019.0,,Université de Paris-Saclay,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d927dbe0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d927dbe0000000000000000_MEDIUM.jpg
IVR11_20239300471NUC4A,,Grands Moulins de Pantin,93.0,Pantin,,,,IVR11_20239300471NUC4A.jpeg,2023.0,,patrimoine industriel,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/66cf30040000000000000023_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/66cf30040000000000000023_MEDIUM.jpg
IVR11_20207500995NUC4A,,,75.0,Paris,,,tombeau,IVR11_20207500995NUC4A.jpg,2020.0,,"Boulevard périphérique,Cimetière des Batignolles",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5f7503c30000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5f7503c30000000000000000_MEDIUM.jpg
IVR11_20217500655NUC4A,,"Un panneau publicitaire, sur l'immeuble Samsung en bordure du Périphérique, pour le Louvre, affichant l'œuvre ""La Grande Odalisque"" d'Ingres.",75.0,Paris,,,affiche,IVR11_20217500655NUC4A.jpg,2021.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/615635ef0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/615635ef0000000000000000_MEDIUM.jpg
IVR11_20229200421NUC4A,,La bibliothèque universitaire de Paris-Nanterre.,92.0,Nanterre,,,,IVR11_20229200421NUC4A.jpg,2022.0,,Université de Paris-Nanterre,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/624626050000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/624626050000000000000000_MEDIUM.jpg
IVR11_20237800271NUC4A,,Ferme du logis,78.0,Jumeauville,,,,IVR11_20237800271NUC4A.jpeg,2023.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/65df33a90000000000000048_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/65df33a90000000000000048_MEDIUM.jpg
IVR11_20239300884NUC4A,,"Usine de construction mécanique Farcot, puis usine d'armes SOMUA, puis usine de construction automobile Citroën, puis usine PSA de Saint-Ouen. 
Chantier de la démolition réalisée par l'entreprise Cardem.",93.0,Saint-Ouen-sur-Seine,,,,IVR11_20239300884NUC4A.jpg,2023.0,,"démolition,Usine Stellantis, anciennement PSA Peugeot-Citroën",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/63fe8ae40000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/63fe8ae40000000000000000_MEDIUM.jpg
IVR11_20239300918NUC4A,,"Usine de construction mécanique Farcot, puis usine d'armes SOMUA, puis usine de construction automobile Citroën, puis usine PSA de Saint-Ouen. 
Chantier de la démolition réalisée par l'entreprise Cardem.",93.0,Saint-Ouen-sur-Seine,,,,IVR11_20239300918NUC4A.jpg,2023.0,,"démolition,Usine Stellantis, anciennement PSA Peugeot-Citroën",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/63fe8b060000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/63fe8b060000000000000000_MEDIUM.jpg
IVR11_20229301164NUC4A,"Usine de construction mécanique Farcot, puis usine d'armes SOMUA, puis usine de construction automobile (usine d'emboutissage) Citroën, puis usine PSA Saint-Ouen (détruit après inventaire)",Dernière campagne photographique de l'usine PSA de Saint-Ouen en octobre-novembre 2022.,93.0,Saint-Ouen-sur-Seine,,23 avenue du Capitaine-Glarner,,IVR11_20229301164NUC4A.jpg,2022.0,,"patrimoine industriel,Hôpital Grand Paris Nord,Usine Stellantis, anciennement PSA Peugeot-Citroën",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/621d587c0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/621d587c0000000000000000_MEDIUM.jpg
IVR11_20229200370NUC4,"Château dit Ecole Ozanam, puis Institut Saint-Agnès",Château d'Asnières-sur-Seine édifié entre 1750 et 1752 par Jacques Hardouin-Mansart de Sagonne pour Marc-René de Voyer d'Argenson,92.0,Asnières-sur-Seine,,4 rue de l' Eglise ;  rue du Château,,IVR11_20229200370NUC4A.jpeg,2022.0,,"rocaille,Château d'Asnières-sur-Seine",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/624625d20000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/624625d20000000000000000_MEDIUM.jpg
IVR11_20189500062NUC4A,"maison, 1 place de l'Eglise, actuellement office de tourisme","Façade postérieure, vue depuis le chevet de l'église. Maison, 1 place de l'Eglise, actuellement office de tourisme",95.0,Écouen,,1 place  de l'Eglise,,IVR11_20189500062NUC4A.jpg,2018.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5a496c2e0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5a496c2e0000000000000000_MEDIUM.jpg
IVR11_20179500049NUC4A,Orgue,"Vue d'ensemble, depuis la nef. Orgue",95.0,Écouen,,Place de l'Eglise,,IVR11_20179500049NUC4A.jpg,2017.0,facture d'orgue,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/586838a10000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/586838a10000000000000000_MEDIUM.jpg
IVR11_20229500332NUC4A,"Maison de villégiature dite villa Schoen, ou villa Meyotte, ou institut thérapeutique et pédagogique la Mayotte","Bâtiments de l'établissement thérapeutique et pédagogique la Mayotte, construits dans le domaine de la villa Shoen.",95.0,,,165 rue de Paris,maison,IVR11_20229500332NUC4A.jpeg,2022.0,,"Villa La Mayotte,Mutuelle La Mayotte (propriétaire),style alsacien",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/61cf8cbc0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/61cf8cbc0000000000000000_MEDIUM.jpg
IVR11_20217800167NUC4A,,Observatoire Photographique du Paysage du territoire du GPSEO,78.0,Guernes,,,,IVR11_20217800167NUC4A.jpg,2021.0,,"paysage,Grand Paris Seine & Oise (GPSEO),Observatoire Photographique du Paysage",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/6105c8870000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/6105c8870000000000000000_MEDIUM.jpg
IVR11_20179500013NUC4A,Ville d'Ecouen,"Le bas de la rue Georges-Joyeux, ancienne place du Ponceau. Ville",95.0,Écouen,,,,IVR11_20179500013NUC4A.jpg,2017.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5868387d0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5868387d0000000000000000_MEDIUM.jpg
IVR11_20209500206NUC4A,Lycée Alfred-Kastler,Lycée Alfred Kastler,95.0,Cergy,,26 avenue de la Palette,,IVR11_20209500206NUC4A.JPG,2020.0,,Lycée Alfred Kastler,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5e0bd3be0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5e0bd3be0000000000000000_MEDIUM.jpg
IVR11_20209500149NUC4A,Lycée Jules-Verne,Lycée Jules Verne,95.0,Cergy,,1 rue  Michel Strogoff,,IVR11_20209500149NUC4A.JPG,2020.0,,Lycée Jules Verne,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5e0bd3850000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5e0bd3850000000000000000_MEDIUM.jpg
IVR11_20209500163NUC4A,,Lycée Jules Verne,95.0,Cergy,,,,IVR11_20209500163NUC4A.JPG,2020.0,,Lycée Jules Verne,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5e0bd3930000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5e0bd3930000000000000000_MEDIUM.jpg
IVR11_20199500189NUC4A,,"Le lycée du Château d'Epluches, lycée des métiers de l'automobile et du transport.",95.0,Saint-Ouen-l'Aumône,,,voiture automobile,IVR11_20199500189NUC4A.jpg,2019.0,,"lycée professionnel,portrait,lycéen",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5c2aa02d0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5c2aa02d0000000000000000_MEDIUM.jpg
IVR11_20129500597NUC4A,jardin du facteur Maillard,Détail du groupe de sculptures situés au dessus de la fenêtre de l'atelier. Jardin du facteur Maillard,95.0,Osny,,16 rue des Marines,statue;jardin d'agrément,IVR11_20129500597NUC4A.jpg,2012.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4eff96450000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4eff96450000000000000000_MEDIUM.jpg
IVR11_20199500057NUC4A,"Aincourt, sanatorium de la Bucaille","pavillon Bonnefoy-Sibour, vue de la coursive nord au dernier étage. Aincourt, sanatorium de la Bucaille",95.0,Aincourt,,5 rue des Acacias ;,,IVR11_20199500057NUC4A.jpg,2019.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5c2a9fa90000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5c2a9fa90000000000000000_MEDIUM.jpg
IVR11_20169500047NUC4A,,Château de la Roche-Guyon,95.0,La Roche-Guyon,,,,IVR11_20169500047NUC4A.jpg,2016.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5685b39f0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5685b39f0000000000000000_MEDIUM.jpg
IVR11_20219500052NUC4A,,Ferme fortifiée du Val Pendant,95.0,Presles,,,,IVR11_20219500052NUC4A.jpg,2021.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5fee58240000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5fee58240000000000000000_MEDIUM.jpg
IVR11_20219500075NUC4A,,Ferme fortifiée du Val Pendant,95.0,Presles,,,,IVR11_20219500075NUC4A.jpg,2021.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5fee583b0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5fee583b0000000000000000_MEDIUM.jpg
IVR11_20219500076NUC4A,,Ferme fortifiée du Val Pendant,95.0,Presles,,,,IVR11_20219500076NUC4A.jpg,2021.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5fee583c0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5fee583c0000000000000000_MEDIUM.jpg
IVR11_20149500089NUC4A,"Regard photographique sur les paysages industriels du Val-d'Oise, de Survilliers à Persan","Asnières-sur-Oise. Zone pavillonaire. Au fond, une cheminée de l'ancienne usine Vulli. Regard photographique sur les paysages industriels du Val-d'Oise, de Survilliers à Persan",95.0,,,,,IVR11_20149500089NUC4A.jpg,2014.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/52c34cc90000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/52c34cc90000000000000000_MEDIUM.jpg
IVR11_20149500101NUC4A,"Regard photographique sur les paysages industriels du Val-d'Oise, de Survilliers à Persan","Asnières-sur-Oise. Rue dans une zone pavillonaire. Regard photographique sur les paysages industriels du Val-d'Oise, de Survilliers à Persan",95.0,,,,,IVR11_20149500101NUC4A.jpg,2014.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/52c34cd50000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/52c34cd50000000000000000_MEDIUM.jpg
IVR11_20219500316NUC4A,,Domaine de Villarceaux,95.0,Chaussy,,,labyrinthe,IVR11_20219500316NUC4A.JPG,2021.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5fee592c0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5fee592c0000000000000000_MEDIUM.jpg
IVR11_20219500364NUC4A,,Domaine de Villarceaux,95.0,Chaussy,,,labyrinthe,IVR11_20219500364NUC4A.JPG,2021.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5fee595c0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5fee595c0000000000000000_MEDIUM.jpg
IVR11_20219500317NUC4A,,Domaine de Villarceaux,95.0,Chaussy,,,,IVR11_20219500317NUC4A.JPG,2021.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5fee592d0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5fee592d0000000000000000_MEDIUM.jpg
IVR11_20239500577NUC4A,,"Tapisserie des Ermites (fin du XVIe siècle – classée MH) conservée au château de Villarceaux.

Cette œuvre, datée de la fin du XVIe siècle, a certainement été brodée par les religieuses bénédictines du monastère de Sainte Marie-Madeleine de Villarceaux à la fin du 16e siècle.",95.0,Chaussy,,,,IVR11_20239500577NUC4A.jpeg,2023.0,,"tapisserie,Domaine de Villarceaux",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/65f2d6a20000000000000139_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/65f2d6a20000000000000139_MEDIUM.jpg
IVR11_20259500204NUC4A,,Abbaye de Royaumont,95.0,Asnières-sur-Oise,,"3, Jardin de l’abbaye de Royaumont",,IVR11_20259500204NUC4A.jpg,2025.0,,"patrimoine industriel,patrimoine religieux",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/6819f7cc0000000000000015_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/6819f7cc0000000000000015_MEDIUM.jpg
IVR11_20059300456X,ville,Plan dressé par l'entreprise de plans par la photographie aérienne Marcel Chrétien : section A. (AM Montreuil),93.0,Montreuil,,,ville,IVR11_20059300456X.jpg,2005.0,,,"Chrétien, Marcel",https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4223a4380000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4223a4380000000000000000_MEDIUM.jpg
